,from,to
3680,University of Missouri System ,University Of Missouri System
3681,Universidad de Murcia,University Of Murcia
3682,University of New Brunswick,University Of New Brunswick
3683,University of North Carolina at Chapel Hill,University Of North Carolina At Chapel Hill
3684,University of North Carolina at Chapel Hill ,University Of North Carolina At Chapel Hill
3685, University of North Carolina System,University Of North Carolina System
3686,University of Ottawa,University Of Ottawa
3687, Universita degli Studi di Padova,University Of Padua
3688, University of Pennsylvania Penn,University Of Pennsylvania Penn
3689, University of Pennsylvania Penn ,University Of Pennsylvania Penn
3690, University of Rochester,University Of Rochester
3691,University of Rochester,University Of Rochester
3692,University Of Rochester,University Of Rochester
3693,University of Shanghai for Science and Technology,University Of Shanghai For Science And Technology
3694,University of South Florida,University Of South Florida
3695, University of Southern California USC,University Of Southern California Usc
3696,University of Southern California USC,University Of Southern California Usc
3697,University of Southern Mississippi ,University Of Southern Mississippi
3698, University of Technology Corp,University Of Technology Corp
3699, University of Tennessee Research Foundation,University Of Tennessee Research Foundation
3700,University of Texas System,University Of Texas System
3701,University of Texas System ,University Of Texas System
3702,Universidad De Los Andes,University Of The Andes
3703,University of Tokyo NUC,University Of Tokyo Nuc
3704,University of Toronto,University Of Toronto
3705,University Of Utah Research Foundation,University Of Utah Research Foundation
3706,University of Utah Research Foundation UURF,University Of Utah Research Foundation Uurf
3707, Universitat de Valencia,University Of Valencia
3708,Universitat De Valencia,University Of Valencia
3709,University Of Virginia Patent Foundation,University Of Virginia Patent Foundation
3710, University of Washington,University Of Washington
3711,University of Washington,University Of Washington
3712,Unknown,Unknown
3713,UNM Rainforest Innovations,Unm Rainforest Innovations
3714,Upskill Inc,Upskill Inc
3715,Uptotunni Consumer Products Co ltd,Uptotunni Consumer Products Co Ltd
3716,Uraniom,Uranium
3717,US Air Force,Us Air Force
3718,US Army Research Laboratory ,Us Army Research Laboratory
3719, US Bancorp Card Sevices Inc,Us Bancorp Card Sevices Inc
3720, US Department of Army,Us Department Of Army
3721,US Department of Army,Us Department Of Army
3722,US Department of Army ,Us Department Of Army
3723,US Department of Energy,Us Department Of Energy
3724,US Department of Energy ,Us Department Of Energy
3725, US Department of Navy,Us Department Of Navy
3726,US Department of Navy,Us Department Of Navy
3727,美国华格照明公司,Us Higgian Lighting Company
3728, US Philips Corp,Us Philips Corp
3729,US Philips Corp,Us Philips Corp
3730, US WAC Lighting Inc,Us Wac Lighting Inc
3731,UT Battelle LLC ,Ut Battelle Llc
3732,UV CORP ,Uv Corp
3733,Uwm Res Found Inc ,Uwm Res Found Inc
3734, UWM Res Foundation Inc,Uwm Res Foundation Inc
3735,Valdemar Portney,Valdemar Portney
3736,Valeo North America Inc,Valeo North America Inc
3737,Valeo Schalter Und Sensoren Gmbh,Valeo Switches And Sensors Gmbh
3738,Valeo Vision SA,Valeo Vision In
3739,Valve Corp,Valve Corp
3740,Valve Corporation,Valve Corporation
3741,Van Der Laan Roger,Van Der Laan Roger
3742,Vanbeek Allen L,Vanbeek Allen L
3743,Vanderbilt University,Vanderbilt University
3744,VanGogh Imaging Inc,Vangogh Imaging Inc
3745,Kody Varahramyan,Varahramyan Codes
3746,Vari Lite Inc,Vari Lite Inc
3747,Varioptic,Varioptic
3748,Varioptic SA,Varioptic SA
3749,Varioptic Sa,Varioptic Sa
3750,Varjo Technologies Oy,Varjo Technologies Oy
3751,V-Armed Inc,V-armed Inc
3752,Vasstek International Corp,Vasstek International Corp
3753,VCODE HOLDINGS Inc,Vcode Holdings Inc
3754,Vefxi Corp,Vefxi Corp
3755,Vega Grieshaber KG,Vega Grieshaber Kg
3756, Vencore Services and Solutions Inc,Vencore Services And Solutions Inc
3757, Vencore Services and Solutions Inc ,Vencore Services And Solutions Inc
3758,ヴェンチュラ ホールディングス リミテッド,Ventura Holdings Limited
3759,ヴェンチュラ ホールディングス リミテッドＶｅｎｔｕｒａ Ｈｏｌｄｉｎｇｓ Ｌｔｄ．,Ventura Holdings Limited Ventura Holdings Ltd.
3760, Venture Lending and Leasing IV Inc,Venture Lending And Leasing Iv Inc
3761,Bernt Christian Skotton,Verd Christian Scottish
3762,Vergent Research Pty Ltd,Vergent Research Pty Ltd
3763, Verily Life Sciences LLC,Verily Life Sciences Llc
3764,Verily Life Sciences LLC,Verily Life Sciences Llc
3765,Verizon Patent And Acessing Inc ,Verizon Patent And Acessing Inc
3766, Verizon Patent and Licensing Inc,Verizon Patent And Licensing Inc
3767,Verizon Patent and Licensing Inc,Verizon Patent And Licensing Inc
3768,VERSANA MICRO Inc,Versana Micro Inc
3769,Versana Micro Inc,Versana Micro Inc
3770,Vespyr Inc,Vespyr Inc
3771,维沃移动通信有限公司,"Vevo Mobile Communications Co., Ltd."
3772,Vexcel Imaging US Inc,Vexcel Imaging Us Inc
3773,Viavi Solutions Inc,Viavi Solutions Inc
3774,Vibrant Composites Inc,Vibrant Composites Inc
3775,Viktor Malyarchuk,Victor Malalchuk
3776, VideolQ Inc,Video Inch
3777,Vidoni Inc,Vidoni Inc
3778,Vijayakumar Bhagavatula,Vijayakumar Bhagavatala
3779,Vijendra Sahi,Vijendra Right
3780,Viking Systems Inc ,Viking Systems Inc
3781,Vincent Pace,Vincent Pace
3782,Virgil Stark,Virgil Stark
3783,Virtual 3 D Technologies Corp,Virtual 3 D Technologies Corp
3784,Visa International Service Association,Visa International Service Association
3785,Visaq Limited,Visaq Limited
3786,Vishay Siliconix Inc,Vishay Siliconix Inc
3787,Visiogen Inc,Visiogen Inc
3788,VISION DYNAMICS LLC,Vision Dynamics Llc
3789,Vision Engineering Limited,Vision Engineering Limited
3790,Vision III Imaging Inc,Vision Iii Imaging Inc
3791,Vision Pharmaceuticals LP ,Vision Pharmaceuticals Lp
3792,VisionGate Inc,Visiongate Inc
3793,"Visiongate, Inc.","Visiongate, Inc."
3794, Vista Medical Tech Inc,Vista Medical Tech Inc
3795,Vistec Electron Beam GmbH,Vistec Electron Beam Gmbh
3796,Visual Live 3d LLC,Visual Live 3d Llc
3797,Visual Physics LLC,Visual Physics Llc
3798,Visual Vertigo Software Technologies GmbH,Visual Vertigo Software Technologies Gmbh
3799,VISYA PARTNERS,Visya Partners
3800,Vitaltech Properties LLC,Vitaltech Properties Llc
3801,"Vitaltech Properties, Llc","Vitaltech Properties, Llc"
3802,Vivo Mobile Communication Co Ltd,Vivo Mobile Communication Co Ltd
3803,Vivo Mobile Communication Hangzhou Co Ltd,Vivo Mobile Communication Co Ltd
3804,Vivotek Inc,Vivotek Inc
3805,Володимир Іванович Голуб,Vladimir Golub
3806,Владимир Иванович ГОЛУБЬ,Vladimir Ivanovich Pigeon
3807,Vocollect Healthcare Systems Inc,Vocollect Healthcare Systems Inc
3808,Vocollect Inc,Vocollect Inc
3809,Vodafone GmbH,Vodafone Gmbh
3810, Void LLC,Void Llc
3811,ヴォルカノ コーポレイション,Volcano Corporation
3812,Volcano Corporation,Volcano Corporation
3813,VOLUGRAPHICS Inc,Volugraphics Inc
3814,"Vot Funding A Delaware (""vot'') LLC LLC ","Vot Funding A Delaware (""vot'') Llc Llc"
3815, Vr Leo Usa Inc,Vr Leo Usa Inc
3816,Vrvaorigin Vision Technology Corp Ltd,Vrvaorigin Vision Technology Corp Ltd
3817,Vrvaorigin Vision Technology Corp ltd,Vrvaorigin Vision Technology Corp Ltd
3818,"Vspatial, Inc.","Vspatial, Inc."
3819,VTouch Co Ltd,Vtouch
3820,Vuzix Corp,Vuzix Corp
3821,Vuzix Corporation,Vuzix Corporation
3822,Wakayama Univ,Wakayama Uni V
3823,Walman Gerald B,Walman Gerald B
3824,Walmart Apollo LLC,Walmart Apollo Llc
3825,王雪燕,Wang Xueyan
3826,Wang Ynjiun P,Wang Ynjiun P
3827,王子南,Wang Zinan
3828,王子强,Wang Ziqiang
3829,Yao-Tzung Wang,Want
3830,Warner Bros. Entertainment Inc.,Warner Bros. Entertainment Inc.
3831,Warren Penny G.,Warren Penny G.
3832, Washington University in St Louis WUSTL,Washington University In St Louis Wustl
3833, WatchGuard Video Inc,Watchguard Video Inc
3834,Watec America Corp,Watec America Corp
3835,Wave Optics Ltd,Wave Optics Ltd
3836,Wavelens,Wavelens
3837,WAVELENS ,Wavelens
3838,Wavelight GmbH,Wavelight Gmbh
3839,Waygate Technologies USA LP,Waygate Technologies Usa Lp
3840,Waymo Llc,Waymo Llc
3841,Waymo LLC,Waymo Llc
3842,Webb Garth T,Webb Garth T
3843, WEBER SALLY,Weber Sally
3844, Webster Capital LLC,Webster Capital Llc
3845,Webster Capital LLC,Webster Capital Llc
3846,Webster Capital Llc,Webster Capital Llc
3847,Fercher Adolf F.,Wednesday Adolf F.
3848,Wehrenberg Paul J,Wehrenberg Paul J
3849,緯創資通股份有限公司,"Weicheng Zitong Co., Ltd."
3850,Weifang Goertek Electronics Co Ltd,Weifang Goertek Electronics Co Ltd
3851,Weifang University,Weifang University
3852,Weisong Wang,Weisong Wang
3853, Welch Allyn Data Collection Inc,Welch Allyn Data Collection Inc
3854,Welch Allyn Data Collection Inc,Welch Allyn Data Collection Inc
3855,Welch Allyn Inc,Welch Allyn Inc
3856,Wells Fargo Bank NA,Wells Fargo Bank Na
3857,Wenzhou University,Wenzhou University
3858,Xidian Univ,West Point Un Iv
3859,West Texas Technology Partners LLC,West Texas Technology Partners Llc
3860,Western Digital Technologies Inc,Western Digital Technologies Inc
3861,Yang En University,Which Mr. University
3862,White John G,White John G
3863,Wiley Robert G,Wiley Robert G
3864,WILKINS BRENT L ,Wilkins Brent L
3865, WILKINS JEFFERY N,Wilkins Jeffery N
3866,VisEra Technologies Co Ltd ,Will Aim For Technologies
3867,William Kokonaski,William Kokoaski
3868,Feng-Qing Sun,Wind-green Bamboo Shoots
3869,Winnek Douglas Fredwill,Winnek Douglas Fredwill
3870, Wintek Corp,Wintek Corp
3871,Wipro Ltd,Wipro Ltd
3872,Wisconsin Alumni Research Foundation,Wisconsin Alumni Research Foundation
3873,Wistron Corp,Wistron Corp
3874,Takakazu Muto,Without High Numbers
3875,W-J (DELAWARE) Inc ,W-j (delaware) Inc
3876,WJ ACQUISITION CORP ,Wj Acquisition Corp
3877,Wobben Properties GmbH,Wobben Properties Gmbh
3878,Wolters Kluwer ELM Solutions Inc,Wolters Kluwer Elm Solutions Inc
3879,Woods Randall L,Woods Randall L
3880,BYD Co Ltd,World
3881,Wright Ltd By Share Ltd ,Wright Ltd By Share Ltd
3882, WSOU Investments LLC,Wsou Investments Llc
3883,WSOU Investments LLC,Wsou Investments Llc
3884,Wuhan Hongxin Technology Development Co Ltd,Wuhan Rain Technology Technology Development
3885, Wuhan Tianma Microelectronics Co Ltd,Wuhan Tianma Microelectronics Co Ltd
3886,"Wuhan Tianma Microelectronics Co.,Ltd. Shanghai Branch ","Wuhan Tianma Microelectronics Co.,ltd. Shanghai Branch"
3887,Wuhan University of Technology WUT,Wuhan University Of Technology Wut
3888,Wuhan University WHU,Wuhan University Whu
3889,WUHU CEPREI INFORMATION INDUSTRY TECHNOLOGY RESEARCH INSTITUTE Co Ltd,Wuhu Ceprei Information Industry Technology Research Institute Co Ltd
3890,WUXI CINSEC INFORMATION TECHNOLOGY Co Ltd,Wuxi Cinsec Information Technology Co Ltd
3891,X Development LLC,X Development Llc
3892,X Display Company Technology Ltd ,X Display Company Technology Ltd
3893, X3D Technologies GmbH,X3d Technologies Gmbh
3894,X6D Ltd,X6d Ltd
3895,Xaar Technology Ltd,Xaar Technology Ltd
3896,Xacti Corp,Xacti Corp
3897,Xceed Imaging Ltd,Xceed Imaging Ltd
3898,Xcelsis Corp,Xcelsis Corp
3899,Xenocor Inc,Xenocor Inc
3900,Xerox Corp,Xerox Corp
3901,"Xiamen Sanan Integrated Circuit Co., Ltd.","Xiamen Sanan Integrated Circuit Co., Ltd."
3902,Xiamen Tianma Microelectronics Co Ltd,Xiamen Tianma Microelectronics Co Ltd
3903,Xiamen University,Xiamen University
3904,Xi'an Cas Microstar Optoelectronics Technology Co ltd,Xi'an Cas Microstar Optoelectronics Technology Co Ltd
3905,"Xi'an Huiju yunchuang Electronic Technology Co.,Ltd.","Xi'an Gather Cloud Window Electronic Technology Co., Ltd."
3906,Xian Polytechnic University,Xian Polytechnic University
3907,Xian Jiaotong University,Xi'an Transportation University
3908,Xian University of Technology,Xian University Of Technology
3909,Xian Wingtech Electronic Technology Co Ltd,Xian Wingtech Electronic Technology Co Ltd
3910,Xi'an Yishen Optoelectronics Technology Co Ltd,Xi'an Yishen Optoelectronics Technology Co Ltd
3911,"Xi'an Yisheng Photoelectric Technology Co., Ltd.","Xi'an Yisheng Photoelectric Technology Co., Ltd."
3912,Shuxiang Dong,Xiangxiang To The East
3913,新科實業有限公司,"Xinke Industrial Co., Ltd."
3914,新科實業有限公司ＳＡＥ Ｍａｇｎｅｔｉｃｓ（Ｈ．Ｋ．）Ｌｔｄ．,"Xinke Industrial Co., Ltd. Sae Mae Magnetics (h.k.) Ltd."
3915,信泰光學（深圳）有限公司,"Xintai Optics (shenzhen) Co., Ltd."
3916,新煒科技有限公司,"Xinyi Technology Co., Ltd."
3917,XOWA COMPANY Ltd,Xowa Company Ltd
3918,许宏,Xu Hong
3919,玄烔沅,Xuanzhuang
3920,Xylon LLC,Xylon Llc
3921,Yahoo Inc,Yahoo Inc
3922,Yaakov Amitai,Yakov Amit
3923,Yamamoto Kogaku Co Ltd,Yamamoto Hakusaku
3924,Yanbin Yu,Yan Bin And
3925, Yangtze Delta Region Institute of Tsinghua University Zhejiang,Yangtze Delta Region Institute Of Tsinghua University Zhejiang
3926,YANGXIN TECHNOLOGY Co Ltd ,Yangxin Technology Co Ltd
3927,Yazaki Corp,Yazaki Corp
3928,YDEA RESEARCH AND DEVELOPMENT ,Ydea Research And Development
3929, Yeda Research and Development Co Ltd,Yeda Research And Development Co Ltd
3930,Yeda Research and Development Co Ltd ,Yeda Research And Development Co Ltd
3931,YesVideo Inc,Yesvideo Inc
3932,Ynjiun Wang,Ynjiun Wang
3933,Yoav Shefi,Yoav Chief
3934,연세대학교 산학협력단,Yonsei University Industry -academic Cooperation Group
3935,Yosef Gross,Yosef Gross
3936,Yoshiaki Hara,Yoshiaki's Belly
3937,洋義 関口,Yoshikuchi
3938,高橋 禎郎,Yoshiro Takahashi
3939,Yossi Gross,Yossi Gross
3940,AI Inc,You Have Inc
3941,Young Optics Inc,Young Optics Inc
3942,源奇科技股份有限公司,"Yuanqi Technology Co., Ltd."
3943,高橋 祐二,Yuji Takahashi
3944,Yulong Computer Telecommunication Scientific Shenzhen Co Ltd,Yulong Computer Telecommunication Scientific Shenzhen Co Ltd
3945,"YUNNAN UNITED VISUAL TECHNOLOGY Co.,Ltd.","Yunnan United Visual Technology Co.,ltd."
3946,Yury Belyaev,Yuri Belyaev
3947,Iurii Shapoval,Yuri Shapalal
3948,Youval Katzman,Yuval Qutzma
3949,佑 山田,Yuyamada
3950,"Z Lens, Llc","Z Lens, Llc"
3951,"Zarrabi, Alireza","Zarrabi, Alireza"
3952,Zebra Medical Technologies Inc,Zebra Medical Technologies Inc
3953, Zebra Technologies Corp,Zebra Technologies Corp
3954,Zebra Technologies Corp,Zebra Technologies Corp
3955,Zebra Technologies Corporation,Zebra Technologies Corp
3956,ZIH Corp ,Zeh Corp
3957,Zero Latency Pty Ltd,Zero Latency Pty Ltd
3958,ゼロックス・コーポレーション,Zerox Corporation
3959,Zhangjiagang Kangdexin Optronics Material Co Ltd,Zhangjiagang Kangdexin Optronics Material Co Ltd
3960,Zhaoqing University,Zhaoqing University
3961,Zhejiang Normal University CJNU,Zhejiang Normal University Cj Anger
3962,Zhejiang Sensetime Technology Development Co Ltd,Zhejiang Sensetime Technology Development Co Ltd
3963,浙江商汤科技开发有限公司,"Zhejiang Shangtang Technology Development Co., Ltd."
3964,浙江舜宇光学有限公司,Sunny Optical 
3965,Zhejiang Sunny Intelligent Optical Technology Co Ltd,Sunny Optical
3966,Zhejiang Sunny Optical Technology Co Ltd,Sunny Optical
3967, Zhejiang University ZJU,Zhejiang University Clause
3968,Zhejiang University ZJU ,Zhejiang University Clause
3969,Zhejiang University ZJU,Zhejiang University Zju
3970,"ZHENGZHOU YUEDA TECHNOLOGY EQUIPMENT CO.,LTD.","Zhengzhou Yueda Technology Equipment Co.,ltd."
3971,Zhongxuan Zhang,Zhong Yan Zhang
3972,Zhongke exploration innovation (Beijing) science and Technology Institute,Zhongke Exploration Innovation (beijing) Science And Technology Institute
3973,ZHONGSHAN UVATA OPTICAL Co Ltd,Zhongshan Uvata Optical Co Ltd
3974,Zhuhai Dahengqin Technology Development Co Ltd,Zhuhai Dahengqin Technology Development Co Ltd
3975,Ziv Attar,Ziv Attar
3976,ZMS LLC,Zms Llc
3977,Zograph LLC,Zograph Llc
3978,Zoox Inc,Zogx Inc
3979,Zolix Instruments Co ltd,Zolix Instruments Co Ltd
3980,zSpace Inc,Zspace Inc
3981,中兴通讯股份有限公司,"Zte Communication Co., Ltd."
3982,ZTE Corp,Zte Corp
3983,ZUHLKE ENGINEERING AG ,Zuhlke Engineering Ag
3984,Zygo Corp,Zygo Corp
3985,Zynga Inc,Zynga Inc
3986,Shenzhen Realme Mobile Communication Co Ltd,Shenzhen Realme Mobile Communication Co Ltd
3987,Liaoning Zhonglan Photoelectric Technology Co Ltd,Liaoning Zhonglan Photoelectric Technology Co Ltd
3988,Jiangxi Shengtai Precision Optics Co ltd,Jiangxi Shengtai Precision Optics Co Ltd
3989,Brandel Edward ,Brandel Edward
3990, Brodersen Jeremy ,Brother Jeremy
3991, Pinter Gilbert,Pinter Gilbert
3992,iPro Co Ltd,Ipro
3993,Rockchip Electronics Co Ltd,Rockchip Electronics Co Ltd
3994,Max Planck Gesellschaft zur Foerderung der Wissenschaften eV ,Max Planck Gesellschaft To Foerung The Sciences Ev
3995,Shenzhen Jifu Medical Technology Co ltd,Shenzhen Jifu Medical Technology Co Ltd
3996,Shengtai Photoelectric Technology Co ltd,Shengtai Photoelectric Technology Co Ltd
3997,欧菲光集团股份有限公司,Oppo
3998,江西晶润光学有限公司,"Jiangxi Jingrun Optical Co., Ltd."
3999,Miniswys SA ,Miniswys In
4000, Mitsumi Electric Co Ltd,Mitsumi Electric Co Ltd
