,from,to
2710,Pixart Imaging Penang Sdn Bhd,Pixart Imaging Penang Sdn Bhd
2711, PixelOptics Inc,Pixeloptics Inc
2712,PixelOptics Inc,Pixeloptics Inc
2713,PixelOptics Inc ,Pixeloptics Inc
2714,"Pixeloptics, Inc.",Pixeloptics Inc
2715, Pixonics Inc,Pixonics Inc
2716,Pixvana Inc,Pixvana Inc
2717,Plainsmen Outdoors LLC,Plainsmen Outdoors Llc
2718,PLANETARY SCIENCE INSTITUTE ,Planetary Science Institute
2719,Plastic Knowledge Inc,Plastic Knowledge Inc
2720,포라이트 에이에스,Platite Aes
2721,Plex VR Digital Technology Shanghai Co Ltd,Plex Vr Digital Technology Shanghai Co Ltd
2722,Plutovr,Plutovr
2723,Pogotec Inc,Pogotec Inc
2724,포항공과대학교 산학협력단,Pohang University Of Engineering University
2725,POINT FINANCIAL Inc,Point Financial Inc
2726,POINT FINANCIAL Inc ,Point Financial Inc
2727,"Pointchips Co., Ltd.","Pointchips Co., Ltd."
2728,Polaris Innovations Ltd,Polaris Innovations Ltd
2729,Polaroid Corp,Polaroid Corp
2730,Commissariat A L'energie Atomique Et Aux Energies Alternatives,Police Station At Atomic Energy And Alternative Energy
2731,Commissariat à l'énergie atomique et aux énergies alternatives,Police Station For Atomic Energy And Alternative Energies
2732,ポライト エイエス,Polight ASA
2733,ポライト アーエスアー,Polight ASA
2734, Polight ASA,Polight ASA
2735,폴라이트 에이에스에이,Polight ASA
2736,Polight As,Polight ASA
2737,Polight Asa,Polight ASA
2738,Polight ASA,Polight ASA
2739,POLIGHT TECHNOLOGIES Ltd,Polight Technologies Ltd
2740,Seiji Shibahara,Political Shibahara
2741,Pol-Lin Tai,Pol-lin Or
2742,聚晶半導體股份有限公司,"Polystalline Semiconductor Co., Ltd."
2743,Universidad Politecnica de Madrid ,Polytechnic University Of Madrid
2744,Polytronix Inc,Polytronix Inc
2745,Pope Daniel B,Pope Daniel B
2746,POPOVICH MILAN M,Popovich Milan M
2747,"Popovich, Milan, Momcilo","Popovich, Milan, Momcilo"
2748,"포사이트 비젼4, 인크.","Posate Vision 4, Ink."
2749,Postech Academy-Industry Foundation,Postech Academy-industry Foundation
2750,파워옵틱스 주식회사,"Power Optics Co., Ltd."
2751,パワーヴィジョン・インコーポレーテッド,Power Vision Incorporated
2752,Powervision,Powervision
2753, PowerVision Inc,Powervision Inc
2754,PowerVision Inc,Powervision Inc
2755,"Powervision, Inc.","Powervision, Inc."
2756,"Powervision, Incorporated","Powervision, Incorporated"
2757,"Practical engineering, LLC","Practical Engineering, Llc"
2758, Premier Image Technology Corp,Premier Image Technology Corp
2759,President And Fellows Of Harvard College,President And Fellows Of Harvard College
2760,Primax Electronics Ltd,Primax Electronics Ltd
2761,Prime Sense Ltd ,Prime Sense Ltd
2762,Princeton University,Princeton University
2763,Princo Corp,Princo Corp
2764,Elwha LLC,Profit Llc
2765,Promptu Systems Corp,Promptu Systems Corp
2766,"Proteus Vision, Llc","Proteus Vision, Llc"
2767,Provitola Anthony I,Provitola Anthone Or
2768,Proxemics,Proxemics
2769,PULIER SCIENCE AND TECHNOLOGY Co Ltd ,Pulier Science And Technology Co Ltd
2770, Purdue Research Foundation,Purdue Research Foundation
2771,Pure Depth Inc.,Pure Depth Inc.
2772,Pure Depth Ltd,Pure Depth Ltd
2773, PureDepth Ltd,Puredepth Ltd
2774,PureDepth Ltd,Puredepth Ltd
2775,Puredepth Ltd,Puredepth Ltd
2776,부산대학교병원,Pusan National University Hospital
2777,Saar Wilf,Put Wilf
2778,株式会社Ｑｄレーザ,"Qd Laser Co., Ltd."
2779,QD Laser Inc,Qd Laser Inc
2780,齊發光電股份有限公司,"Qifa Optoelectronics Co., Ltd."
2781,QIFA PHOTOELECTRICITY Co Ltd,Qifa Photoelectricity Co Ltd
2782,Qinetiq Ltd,Qinetiq Ltd
2783,Qorvo US Inc,Qorvo Us Inc
2784,Qualcomm Inc,Qualcomm Inc
2785,Qualcomm Inc ,Qualcomm Inc
2786,Qualcomm Incorporated,Qualcomm Inc
2787, Quality Vision International Inc,Quality Vision International Inc
2788,Quantel SA,Quantel
2789,Quantified Energy Labs Pte. Ltd.,Quantified Energy Labs Pte. Ltd.
2790,Quantum Vision Inc,Quantum Vision Inc
2791, Queen's Medical Center,Queen's Medical Center
2792, Queen's Medical Center ,Queen's Medical Center
2793,Quest Vision Technology Inc,Quest Vision Technology Inc
2794,Quick Chart Co ltd ,Quick Chart Co Ltd
2795,"Quick Chart Co.,Ltd.","Quick Chart Co.,ltd."
2796,"Quick Map Co., Ltd.","Quick Map Co., Ltd."
2797,Quidient LLC,Quidient Llc
2798,"Quidient, Llc","Quidient, Llc"
2799,群光電子股份有限公司,"Qunuang Electronics Co., Ltd."
2800,Qutbluebox Pty Ltd In Its Capacity As Trustee For Qutbluebox Trust,Qutbluebox Pty Ltd In Its Capacity As Trustee For Qutbluebox Trust
2801,R Brooks Associates Inc,R Brooks Associates Inc
2802,R Hugh Daniels,R Hugh Daniels
2803,Rachel Andreasen,Rachel Andreasen
2804,Radiant Optics Inc,Radiant Optics Inc
2805,Rafael Advanced Defense Systems Ltd,Rafael Advanced Defense Systems Ltd
2806,Raghu Raghavan,Raghu Raghavan
2807,RAINESKEN Co,Rainesken Co
2808,Rainsgen,Rainsgen
2809,Rainsgen ,Rainsgen
2810,Rakuten Group Inc,Rakuten Group Inc
2811,Ralph Douw,Ralph Douw
2812,Ralph G Nuzzo,Ralph G Nuzzo
2813,Rambus Inc,Rambus Inc.
2814,Ramot at Tel Aviv University Ltd,Ramot At Tel Aviv University Ltd
2815,Ramot At Tel-Aviv University Ltd.,Ramot At Tel-aviv University Ltd.
2816,Ramgopal Rao,Rangopal Rao
2817,Rank Cintel Ltd,Rank Cintel Ltd
2818,Ras Holding Corp,Ras Holding Corp
2819,Ray M. Alden,Ray M. Alden
2820,Raymond Miller Karam,Raymond Miller Karam
2821,Rayner Intraocular Lenses Ltd.,Rayner Intraocular Lenses Ltd.
2822, Raytheon Co,Raytheon Co
2823,Raytheon Co,Raytheon Co
2824,Raytheon Company,Raytheon Company
2825, Raytheon Technologies Corp,Raytheon Technologies Corp
2826,Raytrix GmbH,Raytrix Gmbh
2827, RCA Corp,Rca Corp
2828,RCA Corp,Rca Corp
2829,Rd2 LLC,Rd2 Llc
2830,RDA Technologies Ltd,Rda Technologies Ltd
2831,Real Shot Inc,Real Shot Inc
2832,Real View Imaging Ltd.,Real View Imaging Ltd.
2833, RealD Inc,Reald Inc
2834,Realme Chongqing Mobile Communications Co Ltd,Realme Chongqing Mobile Communications Co Ltd
2835,Realtek Semiconductor Corp,Realtek Semiconductor Corp
2836,RealWear Inc,Realwear Inc
2837,"Realwear, Incorporated","Realwear, Incorporated"
2838,Rearden LLC,Rearden Llc
2839,Reavire Inc,Reavire Inc
2840,Rebellion Photonics Inc,Rebellion Photonics Inc
2841,RECOGNITION ROBOTICS Inc,Recognition Robotics Inc
2842,Zhengtao Zhu,Recruit
2843,Red com LLC,Red Com Llc
2844,(주)레드로버,"Red Rover Co., Ltd."
2845,주식회사 레드로버,"Red Rover Co., Ltd."
2846,Refocus Ocular Inc,Refocus Ocular Inc
2847,Regents Of The University Of Michigan,Regents Of The University Of Michigan
2848,Teiichi Okochi,Regular Position East Wind
2849,Reinert Jason A,Reiner Jason A
2850,Remzi Oten,Remzi Oten
2851,雷纳德·A·歇尔查,Renard A. Schrchang
2852, Renesas Design Corp,Renesas Design Corp
2853,ルネサスエレクトロニクス株式会社,"Renesas Electronics Co., Ltd."
2854,Renesas Electronics Corp,Renesas Electronics Corp
2855,Renesas Technology Corp ,Renesas Technology Corp
2856,Renew Group Private Ltd,Renew Group Private Ltd
2857,レンスゲン、インコーポレイテッド,"Renshogen, Incorporated"
2858,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute
2859, Research Corp of University of Hawaii ,Research Corp Of University Of Hawaii
2860,Research Foundation of State University of New York,Research Foundation Of State University Of New York
2861,Research Institute for Industry Cooperation of Kwangwoon University,Research Institute For Industry Cooperation Of Kwangwoon University
2862,Research Institute of Innovative Technology for Earth ,Research Institute Of Innovative Technology For Earth
2863, Research Institute of Innovative Technology for the Earth RITE,Research Institute Of Innovative Technology For The Earth Rite
2864,Resight Ltd,Resight Ltd
2865,주식회사 레티널,"Retinal Co., Ltd."
2866,Reveo Inc,Reveo Inc
2867,RF Code Inc,Rf Code Inc
2868,Rhevision Tech Inc,Rhevision Tech Inc
2869,Richard C. Levy,Richard C. Levy
2870,Richard F. Honigsbaum,Richard F. Honigsbaum
2871,Richard Honigsbaum,Richard Honigsbaum
2872, Richmond Holographic Res and Dev Ltd,Richmond Holographic Res And Dev Ltd
2873,Richmond Holographic Research & Development Ltd ,Richmond Holographic Research & Development Ltd
2874,Ricks Dennis E,Ricks Dennis E
2875,株式会社リコー,Ricoh Co Ltd
2876,Ricoh Co Ltd,Ricoh Co Ltd
2877,Ricoh Imaging Co Ltd,Ricoh Imaging Co Ltd
2878,リコーイメージング株式会社,"Ricoi Imaging Co., Ltd."
2879,Noritsu Precision Co Ltd,Riding P Recycion
2880,RIKEN Institute of Physical and Chemical Research,Riken Institute Of Physical And Chemical Research
2881,RIZA NABEEL,Risa Nabil
2882,Takashi Kawai,Rising River
2883,Riverpoint Medical LLC,Riverpoint Medical Llc
2884, Rovi Guides Inc ,Rivi Guides Inc
2885,Rovi Guides Inc,Rivi Guides Inc
2886,RNY Solar LLC,Rny Solar Llc
2887,Rob Team Home Co Ltd,Rob Team Home Co Ltd
2888,Robert Batchko,Robert Batchko
2889,Robert Bosch GmbH,Robert Bosch Gmbh
2890,Robert Douglas,Robert Douglas
2891,Robert Dubrow,Robert Dubrow
2892,Robert Huber,Robert Huber
2893,Robert Seidel,Robert Seidel
2894,"Robert W. Jeffway, Jr.","Robert W. Jeffway, Jr."
2895,Robert Watkins,Robert Watkins
2896,Roche Diagnostics Hematology Inc,Roche Diagnostics Hematology Inc
2897,Rochester Institute of Technology ,Rochester Institute Of Technology
2898,(주)락앤크리에이티브,"Rock & Creative Co., Ltd."
2899,Rockwell Automation Technologies Inc,Rockwell Automation Technologies Inc
2900,Rockwell Collins Inc,Rockwell Collins Inc
2901,Rockwell Collins Inc ,Rockwell Collins Inc
2902,Roel P Funke,Roel P Funke
2903,Roel Vertegaal,Roel Vertegaal
2904,Rogers John R,Rogers John R
2905,Rogers Robert E,Rogers Robert E
2906,Rohde and Schwarz GmbH and Co KG,Rohde And Schwarz Gmbh And Co Kg
2907,Rohm and Haas Electronic Materials LLC,Rohm And Haas Electronic Materials Llc
2908,Rohm Co Ltd,Rohm Co Ltd
2909,Rolic AG,Rolic Ag
2910,Rolls Royce PLC,Rolls Royce Plc
2911,Ronald S. Maynard,Ronald S. Maynard
2912,Tectus Corp,Roted Corp
2913,Roth Werke GmbH,Roth Werke Gmbh
2914,Round Rock Research LLC,Round Rock Research Llc
2915,Koninklijke Philips Electronics N. V.,Royal Philips Electronics N.v.
2916,Koninklijke Philips N.V.,Royal Philips N.v.
2917,Koninklijke Philips NV,Royal Philips Nv
2918,Koninklijke Philips NV ,Royal Philips Nv
2919, Royole Corp,Royole Corp.
2920,RPX Corp,Rpx Corp
2921,RPX Corp ,Rpx Corp
2922,Rudolph S. Domino,Rudolph S. Domino
2923,Ruien Photoelectric Co ltd,Ruien Photoelectric Co Ltd
2924,Ruixin Microelectronics Co Ltd,Ruixin Microelectronics Co Ltd
2925, Ruizhang Technology Ltd Co,Ruizhang Technology Ltd Co
2926,Ruizhang Technology Ltd Co,Ruizhang Technology Ltd Co
2927,루머스 리미티드,Rumors Limited
2928,Rutherford Chemicals LLC,Rutherford Chemicals Llc
2929,瑞昱半導體股份有限公司,"Ruyu Semiconductor Co., Ltd."
2930,"Rypplzz, Inc.","Rypplzz, Inc."
2931,S Printing Solution Co Ltd,S Printing Solution Co Ltd
2932,S.D. Sight Diagnostics Ltd,S.d. Sight Diagnostics Ltd
2933,エス．ディー．サイト ダイアグノスティクス リミテッド,S.dee.site Diagnostics Limited
2934,Daqri Llc,Sabbi Llc
2935,SABIC Global Technologies BV,Sabic Global Technologies Bv
2936,萨曼·达尔马蒂拉克,Sabman Dalmaticirak
2937,禎一 大河内,Sadayaichi Kawachi
2938,萨瑟兰德·库克·埃尔伍德,Saderland Cook Elwood
2939,Sae Magnetics(H K )Ltd,Sae Magnetics(h K )ltd
2940,Sayeeda Mazed,Saeeda Mazed
2941,Saikou Optics Inc,Saikou Optics Inc
2942,Saikou Optics Incorporated,Saikou Optics Incorporated
2943,Saint Gobain Ceramics and Plastics Inc,Saint Gobain Ceramics And Plastics Inc
2944,Saint Gobain Glass France SAS,Saint Gobain Glass France Sas
2945,Gal Shabtay,Sales
2946,サルミック ラブス インコーポレイテッド,Salmic Love Incorporated
2947, Samsara Vision Inc,Samsara Vision Inc
2948,Samsung Display Co Ltd,Samsung Display Co Ltd
2949,Samsung Display Co Ltd ,Samsung Display Co Ltd
2950,삼성디스플레이 주식회사,"Samsung Display Co., Ltd."
2951,Samsung Electro Mech Co Ltd,Samsung Electro Mech Co Ltd
2952, Samsung Electro Mechanics Co Ltd,Samsung Electro Mechanics Co Ltd
2953, Samsung Electro Mechanics Co Ltd ,Samsung Electro Mechanics Co Ltd
2954,Samsung Electro Mechanics Co Ltd,Samsung Electro Mechanics Co Ltd
2955,三星電子株式会社,"Samsung Electronic Co., Ltd."
2956, Samsung Electronics Co Ltd,Samsung Electronics Co Ltd
2957,삼성전기주식회사,Samsung Electronics Co Ltd
2958,삼성전자 주식회사,Samsung Electronics Co Ltd
2959,삼성전자주식회사,Samsung Electronics Co Ltd
2960,Samsung Electronics Co Ltd,Samsung Electronics Co Ltd
2961,Samsung Electronics Co Ltd ,Samsung Electronics Co Ltd
2962,"Samsung Electronics Co., Ltd.",Samsung Electronics Co Ltd
2963,"Samsung Electronics Co,. Ltd.","Samsung Electronics Co,. Ltd."
2964,サムスン エレクトロニクス カンパニー リミテッド,Samsung Electronics Company Limited
2965,"Самсунг Электроникс Ко., Лтд.","Samsung Electronics Ko., Ltd."
2966,삼성메디슨 주식회사,"Samsung Medison Co., Ltd."
2967,Samsung SDI Co Ltd,Samsung Sdi Co Ltd
2968,Samsung Semiconductor China R&D Co Ltd ,Samsung Semiconductor China R&d Co Ltd
2969,삼성테크윈 주식회사,"Samsung Techwin Co., Ltd."
2970,三星ディスプレイ株式會社Ｓａｍｓｕｎｇ Ｄｉｓｐｌａｙ Ｃｏ．，Ｌｔｄ．,"Samsung プレ ス プレ 式 式 式 式 三 三 三 Samsung Display Co., Ltd."
2971,Sanying Super Precision Optoelectronics Jincheng Co ltd,San Ying Super Precision Optoelectronic S Process
2972,Sandai Optics Technology Tianjin Co ltd,Sandai Optics Technology Tianjin Co Ltd
2973,三立電視股份有限公司,"Sanli Tv Co., Ltd."
2974,三星ディスプレイ株式會社,"Sansei Display Co., Ltd."
2975,三星電機株式会社,"Sansei Electric Co., Ltd."
2976,サントル・ナショナル・ドゥ・ラ・レシェルシュ・サイエンティフィーク−セ・エン・エール・エス−,Santor National De La Le Lecelsh Scientific Feak -seen Ale Es
2977,Sanyo Electric Co Ltd,Sanyo Electric Co Ltd
2978,三洋電機株式会社,"Sanyo Electric Co., Ltd."
2979,三洋電機システムソリューションズ株式会社,"Sanyo Electric System Solutions Co., Ltd."
2980,Sarnoff Corp,Sarnoff Corp
2981,SARVER AND ASSOCIATES Inc,Sarver And Associates Inc
2982,Satish Chawdhary,Satish Chawdhary
2983,Sato Darryl L,Sato Darryl L
2984,Saturn Licensing LLC,Saturn Licensing Llc
2985,Satyshur Michael P.,Satyshur Michael P.
2986,Sav-Iol Sa,Sav-Iol Sa
2987,SC Johnson and Son Inc,Sc Johnson And Son Inc
2988,スカラ株式会社,"Scala Co., Ltd."
2989,Scalar Corp,Scalar Corp
2990,Schachar Ronald A,Schachar Ronald A
2991,Schachar Ronald A.,Schachar Ronald A.
2992,Schaeffler Technologies AG and Co KG,Schaeffler Technologies Ag And Co Kg
2993,Schmidt Holdings Co Ltd,Schmidt Holdings Co Ltd
2994,Schnittker Mark V,Schnittker Mark V
2995,学校法人同志社,School Corporation Doshisha
2996,School Of Full Beijing University ,School Of Full Beijing University
2997,Schoolman Scientific Corp,Schoolman Scientific Corp
2998,Schowengerdt Brian T,Schowengerdt Brian T
2999,Schuler Jonathon M.,Schulter Jonathon M.
3000,科学技術振興事業団,Science And Technology Promotion Agency
3001,Sciscenti Michael Anthony,Sciscenti Michael Anthony
3002,Skottun; Bernt C.,Scotland;bernt C.
3003,Skottun; Bernt Christian,Scotland;bernt Christian
3004,Screen Holdings Co Ltd,Screen Holdings Co Ltd
3005,株式会社Ｓｃｒｅｅｎホールディングス,"Screen Holdings Co., Ltd."
3006,Scripps Research Institute,Scripps Research Institute
3007, Sd Optics Inc ,Sd Optics Inc
3008,Sd Optics Ltd ,Sd Optics Ltd
3009, SD Sight Diagnostics Ltd,Sd Sight Diagnostics Ltd
3010,SD Sight Diagnostics Ltd,Sd Sight Diagnostics Ltd
3011,SDC MICRO Inc,Sdc Micro Inc
3012,Seabased AB,Seabased Ab
3013,Seagate Technology LLC,Seagate Technology Llc
3014,Sean Caffey,Sean Caffey
3015,Searete LLC,Searete Llc
3016,Seashell Housing Beijing Technology Co Ltd,Seashell Housing Beijing Technology Co Ltd
3017,"Seddi, Inc.","Seats, Ink."
3018,오세빈,Sebin Oh
3019,SEC DEP FOR INNOVATION UNIVERS,Sec Dep For Innovation Univers
3020, Second Sight Medical Products Inc ,Second Sight Medical Products Inc
3021,SECRETARY OF STATE FOR BUSINESS INNOVATION AND SKILLS OF HER MAJESTY'S BRITANNIC GOVERNMENT ,Secretary Of State For Business Innovation And Skills Of Her Majesty's Britannic Government
3022, Secy of State foer Business Innovation ans skills of /herMajesty's Britannic Government,Secy Of State Foer Business Innovation Ans Skills Of /hermajesty's Britannic Government
3023,Sedlmayr Steven R,Sedlmayr Steven R
3024, SeeReal Technologies SA,Seereal Technologies In
3025,SeeReal Technologies SA,Seereal Technologies In
3026,Seereal Technologies S.A.,Seereal Technologies S.a.
3027,Seescan Inc,Seescan Inc
3028,Seibel Erie J,Seibel Erie J
3029,清晴 相澤,Seiki Aizawa
3030,Seikosha Co Ltd,Seiko Car
3031,セイコーエプソン株式会社,"Seiko Epson Co., Ltd."
3032,Seiko Epson Corp,Seiko Epson Corp
3033,Seiko Epson Corp ,Seiko Epson Corp
3034,Seiko Epson Corporation,Seiko Epson Corporation
3035,Seikoh Giken Co Ltd,Seiko H Glen
3036,セイコープレシジョン株式会社,Seiko Precision Inc
3037,Seiko Precision Inc,Seiko Precision Inc
3038,Seiko Precision Inc ,Seiko Precision Inc
3039,Kiyoharu Aizawa,Seinharu Aizawa
3040,聖也 天野,Seiya Amano
3041,Sekisui Chemical Co Ltd,Sekisui Mika L
3042,자화전자(주),"Self -ization Electronics Co., Ltd."
3043, Semiconductor Components Industries LLC,Semiconductor Components Industries Llc
3044,Semiconductor Components Industries LLC,Semiconductor Components Industries Llc
3045,Semiconductor Energy Laboratory Co Ltd,Semiconductor Energy Laboratory Co Ltd
